wave,gender,age,age_o,d_age,race,race_o,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,like,guess_prob_liked,met,decision,decision_o
5.0,female,19.0,18.0,1.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5.0,2.0,Polish,50.0,10.0,20.0,5.0,5.0,10.0,6.0,4.0,5.0,6.0,7.0,7.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,6.0,7.0,8.0,9.0,4.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,-0.33,4.0,5.0,5.0,7.0,1.0,1,0
5.0,female,19.0,22.0,3.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5.0,2.0,Polish,40.0,10.0,10.0,10.0,10.0,20.0,9.0,8.0,4.0,5.0,3.0,2.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,4.0,9.0,8.0,7.0,8.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.69,4.0,5.0,4.0,7.0,0.0,0,1
5.0,female,19.0,21.0,2.0,Latino/Hispanic American,European/Caucasian-American,5.0,2.0,Polish,20.0,15.0,20.0,15.0,12.0,18.0,8.0,8.0,6.0,6.0,6.0,7.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,8.0,8.0,9.0,8.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.77,4.0,5.0,7.0,8.0,0.0,1,1
5.0,female,19.0,22.0,3.0,Latino/Hispanic American,European/Caucasian-American,5.0,2.0,Polish,25.0,40.0,15.0,10.0,5.0,5.0,6.0,9.0,8.0,9.0,7.0,7.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,5.0,4.0,8.0,7.0,6.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.47,4.0,5.0,4.0,7.0,0.0,0,1
5.0,female,19.0,22.0,3.0,Latino/Hispanic American,European/Caucasian-American,5.0,2.0,Polish,25.0,25.0,25.0,15.0,5.0,5.0,9.0,8.0,8.0,6.0,7.0,3.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,10.0,8.0,7.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,-0.24,4.0,5.0,8.0,9.0,0.0,1,1
5.0,female,19.0,21.0,2.0,Latino/Hispanic American,European/Caucasian-American,5.0,2.0,Polish,40.0,15.0,10.0,20.0,10.0,5.0,9.0,8.0,9.0,7.0,8.0,8.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.1,4.0,5.0,5.0,7.0,0.0,1,1
5.0,female,19.0,26.0,19.0,Latino/Hispanic American,European/Caucasian-American,5.0,2.0,Polish,40.0,20.0,20.0,20.0,10.0,10.64,10.0,10.0,10.0,10.0,9.0,6.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,7.0,0.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.1,4.0,5.0,8.0,10.0,0.0,1,1
5.0,female,19.0,20.0,1.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5.0,2.0,Polish,80.0,10.0,10.0,18.0,10.0,10.64,7.0,6.0,6.0,6.0,6.0,6.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,6.0,9.0,8.0,9.0,7.0,6.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,-0.01,4.0,5.0,8.0,7.0,0.0,1,1
5.0,female,19.0,19.0,0.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,5.0,2.0,Polish,25.0,10.0,20.0,20.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,2.0,7.0,6.0,2.0,7.0,1.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,0.48,4.0,5.0,3.0,7.0,0.0,0,0
5.0,female,20.0,22.0,2.0,Latino/Hispanic American,Other,1.0,4.0,English,40.0,15.0,10.0,20.0,5.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,8.0,5.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.4,3.0,2.0,6.0,8.0,0.0,1,1
5.0,female,20.0,18.0,2.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1.0,4.0,English,50.0,10.0,20.0,5.0,5.0,10.0,9.0,6.0,8.0,5.0,7.0,4.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,5.0,8.0,6.0,2.0,2.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,-0.31,3.0,2.0,4.0,6.0,0.0,0,0
5.0,female,20.0,22.0,2.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1.0,4.0,English,40.0,10.0,10.0,10.0,10.0,20.0,7.0,5.0,6.0,6.0,8.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,2.0,1.0,4.0,1.0,6.0,0.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.64,3.0,2.0,1.0,8.0,0.0,0,0
5.0,female,20.0,21.0,1.0,Latino/Hispanic American,European/Caucasian-American,1.0,4.0,English,20.0,15.0,20.0,15.0,12.0,18.0,9.0,8.0,7.0,8.0,7.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,6.0,8.0,8.0,6.0,8.0,5.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.53,3.0,2.0,5.0,7.0,0.0,1,1
5.0,female,20.0,22.0,2.0,Latino/Hispanic American,European/Caucasian-American,1.0,4.0,English,25.0,40.0,15.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,7.0,8.0,6.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.69,3.0,2.0,7.0,8.0,0.0,0,1
5.0,female,20.0,22.0,2.0,Latino/Hispanic American,European/Caucasian-American,1.0,4.0,English,25.0,25.0,25.0,15.0,5.0,5.0,8.0,5.0,7.0,8.0,5.0,6.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,9.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,-0.36,3.0,2.0,2.0,7.0,0.0,0,1
5.0,female,20.0,21.0,1.0,Latino/Hispanic American,European/Caucasian-American,1.0,4.0,English,40.0,15.0,10.0,20.0,10.0,5.0,8.0,8.0,10.0,10.0,8.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,5.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.0,3.0,2.0,6.0,5.0,0.0,1,1
5.0,female,20.0,26.0,20.0,Latino/Hispanic American,European/Caucasian-American,1.0,4.0,English,40.0,20.0,20.0,20.0,10.0,10.64,9.0,8.0,8.0,10.0,9.0,8.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,5.0,7.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.36,3.0,2.0,4.0,8.0,0.0,0,1
5.0,female,20.0,20.0,0.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1.0,4.0,English,80.0,10.0,10.0,18.0,10.0,10.64,9.0,6.0,8.0,6.0,6.0,6.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,-0.23,3.0,2.0,9.0,5.0,0.0,1,1
5.0,female,20.0,19.0,1.0,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,1.0,4.0,English,25.0,10.0,20.0,20.0,10.0,15.0,6.0,6.0,7.0,6.0,6.0,2.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,6.0,5.0,7.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.54,3.0,2.0,5.0,5.0,0.0,0,0
5.0,female,21.0,22.0,1.0,European/Caucasian-American,Other,8.0,1.0,psychology and english,40.0,15.0,10.0,20.0,5.0,10.0,6.0,9.0,8.0,7.0,6.0,6.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,8.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.04,2.0,2.0,9.0,1.0,0.0,1,0
5.0,female,21.0,18.0,3.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8.0,1.0,psychology and english,50.0,10.0,20.0,5.0,5.0,10.0,5.0,4.0,5.0,4.0,5.0,4.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,9.0,10.0,7.0,5.0,10.0,9.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.28,2.0,2.0,9.0,1.0,0.0,1,0
5.0,female,21.0,22.0,1.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8.0,1.0,psychology and english,40.0,10.0,10.0,10.0,10.0,20.0,2.0,7.0,9.0,6.0,7.0,7.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,4.0,6.0,7.0,6.0,6.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.83,2.0,2.0,5.0,10.0,0.0,0,1
5.0,female,21.0,21.0,0.0,European/Caucasian-American,European/Caucasian-American,8.0,1.0,psychology and english,20.0,15.0,20.0,15.0,12.0,18.0,4.0,6.0,6.0,5.0,4.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,6.0,10.0,10.0,8.0,8.0,4.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.72,2.0,2.0,8.0,1.0,0.0,1,0
5.0,female,21.0,22.0,1.0,European/Caucasian-American,European/Caucasian-American,8.0,1.0,psychology and english,25.0,40.0,15.0,10.0,5.0,5.0,4.0,8.0,7.0,6.0,6.0,5.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,8.0,7.0,10.0,7.0,10.0,9.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.14,2.0,2.0,9.0,1.0,0.0,1,0
5.0,female,21.0,22.0,1.0,European/Caucasian-American,European/Caucasian-American,8.0,1.0,psychology and english,25.0,25.0,25.0,15.0,5.0,5.0,5.0,8.0,7.0,0.0,5.0,0.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.36,2.0,2.0,1.0,1.0,0.0,0,0
5.0,female,21.0,21.0,0.0,European/Caucasian-American,European/Caucasian-American,8.0,1.0,psychology and english,40.0,15.0,10.0,20.0,10.0,5.0,6.0,9.0,7.0,7.0,8.0,7.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,9.0,10.0,10.0,5.0,7.0,4.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.15,2.0,2.0,9.0,1.0,0.0,1,0
5.0,female,21.0,26.0,21.0,European/Caucasian-American,European/Caucasian-American,8.0,1.0,psychology and english,40.0,20.0,20.0,20.0,10.0,10.64,7.0,8.0,10.0,6.0,5.0,6.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,7.0,6.0,7.0,8.0,10.0,7.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.12,2.0,2.0,7.0,1.0,0.0,0,1
5.0,female,21.0,20.0,1.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8.0,1.0,psychology and english,80.0,10.0,10.0,18.0,10.0,10.64,2.0,1.0,3.0,1.0,1.0,1.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,6.0,10.0,5.0,2.0,2.0,4.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.23,2.0,2.0,7.0,1.0,0.0,1,0
5.0,female,21.0,19.0,2.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,8.0,1.0,psychology and english,25.0,10.0,20.0,20.0,10.0,15.0,7.0,5.0,10.0,6.0,7.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,7.0,10.0,10.0,8.0,10.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.52,2.0,2.0,9.0,1.0,0.0,1,0
5.0,male,22.0,20.0,2.0,Other,Other,1.0,1.0,Law,15.0,15.0,20.0,25.0,10.0,15.0,7.0,7.0,7.0,9.0,7.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,-0.29,6.0,4.0,9.0,7.0,0.0,1,1
5.0,male,22.0,21.0,1.0,Other,European/Caucasian-American,1.0,1.0,Law,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,9.0,10.0,5.0,5.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.08,6.0,4.0,10.0,1.0,1.0,0,1
5.0,male,22.0,20.0,2.0,Other,Black/African American,1.0,1.0,Law,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,6.0,7.0,4.0,4.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.48,6.0,4.0,8.0,4.0,0.0,0,1
5.0,male,22.0,21.0,1.0,Other,European/Caucasian-American,1.0,1.0,Law,20.0,10.0,30.0,20.0,15.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,-0.05,6.0,4.0,10.0,1.0,1.0,0,0
5.0,male,22.0,21.0,1.0,Other,European/Caucasian-American,1.0,1.0,Law,15.0,15.0,25.0,25.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.08,6.0,4.0,10.0,10.0,1.0,1,1
5.0,male,22.0,21.0,1.0,Other,European/Caucasian-American,1.0,1.0,Law,20.0,10.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.12,6.0,4.0,10.0,1.0,1.0,0,1
5.0,male,22.0,19.0,3.0,Other,Latino/Hispanic American,1.0,1.0,Law,50.0,15.0,10.0,10.0,10.0,5.0,3.0,8.0,5.0,5.0,5.0,6.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.06,6.0,4.0,8.0,6.0,0.0,1,0
5.0,male,22.0,20.0,2.0,Other,Latino/Hispanic American,1.0,1.0,Law,10.0,10.0,35.0,35.0,8.0,2.0,7.0,8.0,7.0,8.0,8.0,5.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.4,6.0,4.0,8.0,9.0,0.0,1,1
5.0,male,22.0,21.0,1.0,Other,European/Caucasian-American,1.0,1.0,Law,35.0,15.0,5.0,30.0,15.0,0.0,8.0,10.0,10.0,7.0,7.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,6.0,6.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.04,6.0,4.0,7.0,7.0,0.0,0,1
5.0,male,22.0,26.0,22.0,Other,?,1.0,1.0,Law,20.0,18.37,20.0,18.0,10.0,10.64,6.0,7.0,7.0,7.0,7.0,6.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,10.0,8.0,8.0,8.0,8.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,-0.12,6.0,4.0,8.0,4.0,0.0,0,0
5.0,male,18.0,20.0,2.0,Asian/Pacific Islander/Asian-American,Other,3.0,5.0,Biomedical Engineering,15.0,15.0,20.0,25.0,10.0,15.0,4.0,8.0,7.0,4.0,9.0,3.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,4.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.37,5.0,0.0,8.0,2.0,0.0,1,0
5.0,male,18.0,21.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3.0,5.0,Biomedical Engineering,15.0,15.0,25.0,25.0,15.0,5.0,5.0,9.0,6.0,5.0,5.0,2.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,6.0,5.0,5.0,4.0,4.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.22,5.0,0.0,4.0,2.0,0.0,0,0
5.0,male,18.0,20.0,2.0,Asian/Pacific Islander/Asian-American,Black/African American,3.0,5.0,Biomedical Engineering,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,6.0,6.0,5.0,4.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,4.0,6.0,6.0,5.0,4.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,0.13,5.0,0.0,4.0,1.0,0.0,0,1
5.0,male,18.0,21.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3.0,5.0,Biomedical Engineering,20.0,10.0,30.0,20.0,15.0,5.0,6.0,10.0,10.0,7.0,6.0,5.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,4.0,5.0,4.0,4.0,5.0,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,0.07,5.0,0.0,4.0,2.0,0.0,0,0
5.0,male,18.0,21.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3.0,5.0,Biomedical Engineering,15.0,15.0,25.0,25.0,20.0,0.0,7.0,10.0,8.0,8.0,8.0,6.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,6.0,5.0,5.0,4.0,4.0,6.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.41,5.0,0.0,4.0,2.0,0.0,0,1
5.0,male,18.0,21.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3.0,5.0,Biomedical Engineering,20.0,10.0,20.0,20.0,20.0,10.0,7.0,10.0,8.0,7.0,8.0,4.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,0.05,5.0,0.0,6.0,2.0,0.0,0,0
5.0,male,18.0,19.0,1.0,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,3.0,5.0,Biomedical Engineering,50.0,15.0,10.0,10.0,10.0,5.0,6.0,6.0,7.0,8.0,9.0,4.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,6.0,4.0,5.0,6.0,7.0,7.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.33,5.0,0.0,5.0,2.0,0.0,0,1
5.0,male,18.0,20.0,2.0,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,3.0,5.0,Biomedical Engineering,10.0,10.0,35.0,35.0,8.0,2.0,5.0,8.0,6.0,2.0,2.0,2.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,6.0,8.0,5.0,7.0,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.31,5.0,0.0,5.0,8.0,1.0,0,0
5.0,male,18.0,21.0,3.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,3.0,5.0,Biomedical Engineering,35.0,15.0,5.0,30.0,15.0,0.0,9.0,10.0,7.0,5.0,10.0,9.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,5.0,4.0,5.0,4.0,5.0,4.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.28,5.0,0.0,3.0,1.0,0.0,0,1
5.0,male,18.0,26.0,18.0,Asian/Pacific Islander/Asian-American,?,3.0,5.0,Biomedical Engineering,20.0,18.37,20.0,18.0,10.0,10.64,6.0,7.0,7.0,7.0,7.0,6.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,4.0,5.0,5.0,4.0,5.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.29,5.0,0.0,4.0,1.0,0.0,0,0
5.0,male,22.0,20.0,2.0,Asian/Pacific Islander/Asian-American,Other,1.0,1.0,Economics and Political Science,15.0,15.0,20.0,25.0,10.0,15.0,5.0,1.0,6.0,2.0,8.0,1.0,40.0,10.0,10.0,10.0,10.0,20.0,8.0,8.0,10.0,10.0,10.0,6.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,0.26,6.0,6.0,6.0,6.0,0.0,1,0
5.0,male,22.0,21.0,1.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1.0,1.0,Economics and Political Science,15.0,15.0,25.0,25.0,15.0,5.0,5.0,9.0,8.0,1.0,10.0,1.0,40.0,10.0,10.0,10.0,10.0,20.0,8.0,8.0,10.0,10.0,10.0,7.0,6.0,7.0,5.0,5.0,8.0,5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,0.85,6.0,6.0,8.0,8.0,0.0,1,0
